#'chr'	'start'	'end'	'ChIP_Bulk_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone1_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone1_mOSN_REP2.mLb.clN.bigWig'	'ChIP_Zone2_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone2_mOSN_REP2.mLb.clN.bigWig'	'ChIP_Zone5_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone5_mOSN_REP2.mLb.clN.bigWig'
chr19	13338860	13343572	0.19381155209748407	0.09802121906207656	0.08422401852055125	0.09760968795165026	0.10503767254974565	0.23759543750991577	0.11289587533757837
chr19	13362234	13368054	0.2597949541487059	0.15362302147317997	0.08621479424305382	0.17054492985435601	0.11125213761635619	0.23969571133929995	0.11066334242547217
chr19	13403649	13414540	0.2291344489505898	0.12564183277007535	0.09032622544643845	0.13793818324826587	0.10775253972659563	0.2507069761398637	0.10844776743915822
chr19	13443407	13451527	0.2316135068314328	0.09110571011113566	0.08590652670747961	0.12967875930392178	0.10432337638191522	0.24667233055725296	0.13608711208826788
chr19	13453278	13456086	0.24519896216434617	0.11698029664846565	0.10237943215714901	0.16101816961580434	0.1299581810835883	0.22335245016793479	0.12469943962728354
chr19	13470101	13471916	0.3391977813196014	0.15382625458982693	0.08088317767453576	0.13550498439120007	0.0867139701327158	0.3103474485396447	0.14127645613809187
chr19	13500544	13506192	0.20452881999813807	0.07743642013235065	0.07190673679526341	0.10857217257012486	0.08878373470819864	0.25247268989866184	0.11748539357717201
chr19	13527911	13531275	0.14600017005721794	0.05879403960135435	0.05718827254011929	0.07651183944172095	0.07885955316941007	0.19269595043907348	0.09356204714598527
chr19	13583509	13588832	0.1929520668277649	0.08802022927747392	0.07435721571684431	0.10687484443451654	0.11294912605554237	0.2295908768582452	0.11948212811150258
chr19	13617373	13621176	0.21144402644569324	0.09430611390896126	0.07348667526759194	0.13635608209558603	0.0870780983276981	0.25639290313511004	0.10448384525293387
chr19	13631619	13639665	0.16055208459350406	0.07250036519675664	0.07899954697248987	0.09916850991535364	0.08737881665711836	0.22862606229453222	0.11971134583059992
chr19	13651089	13659545	0.18861727674126472	0.08841936803146305	0.0723537192140859	0.1101485352212388	0.09285698750064955	0.24637188181124214	0.11608699469252322
chr19	13697266	13706127	0.21359166089815848	0.0990799325419655	0.07283160303844004	0.11787645637627558	0.08847951053557745	0.21821982817012178	0.10280275340542516
chr19	13723276	13727983	0.2023620375581401	0.10826622491317876	0.09144484236913111	0.12875136312915542	0.09811246934731163	0.21134673747993388	0.10571242278050544
chr19	13739726	13750479	0.16632212487094258	0.07658702247964835	0.07990474580656722	0.09179430908773278	0.09381490385037347	0.22048583285330547	0.10266052042380915
chr19	13764604	13770248	0.29575042390992135	0.19684818491540337	0.13739597902367254	0.16662354147710623	0.11978553432042748	0.2618882634322425	0.14425527662263557
chr19	13777876	13782920	0.3009850795519937	0.14347693666402164	0.09120568100742663	0.14667259141341926	0.11244878780485189	0.26963065351325505	0.11430673354032572
chr19	13794322	13798202	0.2162318400149844	0.12784492665959388	0.08627957015000667	0.1386561556641062	0.09235179960494952	0.21898400381459635	0.1057648902509256
chr19	13814273	13819447	0.23266990349792077	0.1286376377439712	0.07471528982207089	0.15488429374461193	0.09622506628682308	0.1935021523967268	0.10847887855280168
chr19	13826880	13830488	0.2880388211810346	0.17081519449249086	0.08575373400671783	0.1575792352204312	0.10056286274101243	0.2312688663861807	0.12167922855900602
chr19	13835031	13850692	0.2901635367660699	0.12551624672074851	0.07730557000463932	0.13827150695666088	0.10329470034874336	0.2441767427896445	0.11789705296643867
chr19	13861793	13862745	0.39700759045717093	0.15783022700988947	0.06903380215238436	0.14939532786247736	0.08754638258461692	0.1935217608032482	0.10375419073589459
chr19	13887219	13897928	0.2633576436847132	0.09417317198314937	0.08596467974719442	0.1159360707443108	0.09281212829166849	0.24169923232142282	0.1142037893537126
chr19	13913528	13921866	0.23830698793021082	0.09056840564176953	0.07790800933919192	0.11084735535175258	0.1140960107437783	0.17727746332788089	0.10848625045722522
chr8	72041216	72060630	0.12577637184932128	0.1571588431301669	0.12822703044939918	0.14396056338288185	0.12488762924775086	0.22326426973402208	0.11918814725837659
chr8	72083175	72103084	0.21202825101254455	0.13235590007633583	0.1080789611021958	0.13242350778259934	0.11093853330994738	0.18987644649198093	0.11145430855484506
chr8	72107038	72118200	0.12800456696807935	0.0632812921578861	0.060320442907850956	0.062256682431827304	0.050331353635635255	0.09259688884903709	0.06258208990923173
chr8	83535778	83543170	0.1687043341343013	0.049346683789735724	0.04071113704850935	0.07008187487405493	0.061159847967358856	0.12685357764106905	0.06551111474555586
chr8	85230495	85231509	0.18426674573181354	0.07422889015722381	0.03443791462237787	0.054034186409569585	0.08226202356700714	0.09299543964856814	0.05947652624217336
chr16	3830876	3844747	0.09433860470810418	0.0522045189197406	0.030763854915922397	0.06736372519384032	0.04989846246048168	0.13097466997933785	0.07539170272803586
chr16	16672226	16676405	0.13248736477729667	0.09530377566858433	0.054295578761029153	0.0727466158719702	0.0717931757995118	0.08655580555472255	0.06000379179173084
chr16	19284102	19314064	0.3289552082028773	0.15321516397187673	0.09485252455488365	0.15693307884028102	0.12390399487647624	0.25915661484990493	0.12610713868052856
chr16	19406242	19423134	0.21913449581324576	0.09250673107477406	0.07581676971803651	0.11219205840736625	0.09785932798254804	0.1887449541695197	0.11516351451122732
chr16	19483692	19489882	0.12962077200121008	0.07204795528971282	0.06579142288195067	0.07367423702735706	0.07183520516819404	0.20159310176843667	0.12905957281754935
chr16	19509556	19522266	0.1079723738791803	0.06113157187274321	0.06272695290069676	0.0747672793094224	0.06643845740280273	0.17180535617094073	0.0955607383733164
chr16	19529272	19535555	0.08754391863080209	0.06192688198633915	0.06793001670777425	0.06664976136925269	0.06696204599337516	0.18318204986956346	0.1133602145629484
chr16	19564887	19571809	0.07287518288358152	0.05559918180391771	0.0660025441759298	0.05109472121240202	0.058517481848060486	0.1716801753949826	0.10097304216748969
chr16	19605694	19611882	0.07415889444874361	0.04436812909157448	0.0511249265387162	0.04862097827799801	0.04598485650554573	0.12486986677247841	0.0764373411245096
chr16	19624155	19629916	0.06840279580282516	0.05959169006217242	0.048396284117389644	0.054424029356173645	0.05308368974733905	0.10427655596455396	0.053946388725138295
chr16	58759542	58763176	0.13702469174499446	0.04942506940454714	0.039983531746040246	0.05484347337480012	0.07822532496035692	0.14637522662243363	0.09134688554756824
chr16	58795205	58800268	0.22359885806097696	0.07831065865532809	0.07692645643096056	0.09854005679214187	0.10174197457211079	0.18173280870100283	0.11747488982310746
chr16	58823660	58826782	0.19774133788055834	0.06131681651009764	0.09354315161094079	0.07670860180113082	0.12451780157565209	0.19725843350973432	0.17197550661521302
chr16	58870953	58874768	0.28417232770281986	0.09108306633891872	0.09436874624846849	0.12703543394117672	0.14574964681655136	0.20142818348954694	0.1352285549762449
chr16	58888306	58892063	0.36217485362529084	0.13000929716961607	0.12665405693065623	0.16516158299093983	0.16365287491246439	0.24524659265763438	0.18541640247591182
chr16	58914283	58929392	0.1855575621353576	0.07523830579920777	0.10592800528878814	0.08760489871428806	0.1251598836989785	0.24635039640545367	0.1529184735036513
chr16	58924705	58928755	0.1827970718844828	0.07463248798935501	0.11544566458390083	0.07500661773823827	0.1348361055225317	0.2033312134084073	0.1565285710754105
chr16	58995355	59001441	0.09278212225960357	0.08228741180420555	0.11082196714178419	0.07634309268338461	0.1253710485283621	0.12063087124812964	0.13215231729509358
chr16	59025795	59030291	0.20611386052292077	0.08274881364602642	0.08717424508694185	0.09526568232203561	0.11671321187522653	0.22153515412474004	0.141298622923547
chr16	59035561	59039767	0.15447062083558222	0.055926860754282645	0.07449761802603314	0.08466953616935735	0.08741075102727308	0.2573939033632675	0.15618799187606625
chr16	59067138	59078005	0.08976291895024688	0.066385899138398	0.08388202687756748	0.06620124974308778	0.07170561354307749	0.15611713741008743	0.11903596777841804
chr16	59082827	59089822	0.09332587459113272	0.05459874596822129	0.06852373158957295	0.056391426461303934	0.08721122501612832	0.17511212063057943	0.13607649211408465
chr16	59097979	59101853	0.10565428847371677	0.04550564200342978	0.06069266084043737	0.06521496341407768	0.08551296561439628	0.18844207891155876	0.13110795839707323
chr16	59107922	59111881	0.12836387413987735	0.07159645325394763	0.06849769781112727	0.057980180315130254	0.10299265729636353	0.20501882581216269	0.13390708090572612
chr16	59116535	59121069	0.28395143459945843	0.13365195960056217	0.12295409392090584	0.11450415694561097	0.14801643362460992	0.2131847385369951	0.14427993009386328
chr16	59147044	59150777	0.11189825001430866	0.066774587281028	0.076779716195663	0.07460256416052315	0.08736673787079274	0.11341664383583917	0.10603053816832143
chr16	59166645	59170454	0.22106230556942263	0.09093108808878494	0.08369924008863733	0.1064490894399821	0.13052593844867685	0.1756783280592547	0.12380485692724541
chr16	59200350	59203533	0.3032964609784384	0.11909212730410317	0.10190675949859619	0.11921835814829516	0.12950771973671238	0.23827652225733287	0.131436187398554
chr16	59214132	59219767	0.18984810857561427	0.1016839235994598	0.08566862199164703	0.10521038527391395	0.14075974285544945	0.25267071041624417	0.1352044034014518
chr16	59266111	59272632	0.21020137737285577	0.10908373009628432	0.08127186841955607	0.12272114824835571	0.12900773906536828	0.21748122919829344	0.12721031139567354
chr16	59283514	59286793	0.3020201372548718	0.12917552072851352	0.08162834594165333	0.17536639596976233	0.13568378100085185	0.23834579070383075	0.1466007117559291
chr16	59298879	59304413	0.21716644617992334	0.0779048324064775	0.07271698630912243	0.09429074584402553	0.11343619250964357	0.18464619445951652	0.11941066035160228
chr16	59310204	59318248	0.22708243306901038	0.09120977434614551	0.09740743608600066	0.11371000997898652	0.13009453493986659	0.2528939405416427	0.13387145174578272
chr16	59328003	59331138	0.22673211588243544	0.07510637004981012	0.08384753888113457	0.11988399042901757	0.09866626674856217	0.227938743494423	0.13535305701876568
chr16	59344673	59349246	0.23506462327298092	0.05741549778836452	0.06245752472790179	0.07369909940242497	0.11458711670546674	0.17817704210491137	0.10728920743236921
chr16	59361158	59363993	0.44213460755826983	0.060609556886209975	0.06054997857137744	0.08683013048843356	0.1001922601573223	0.14936831876293902	0.10055710296102979
chr10	78517413	78522892	0.13444078544789317	0.0744360275978434	0.04253890077746291	0.07938496599678736	0.04067809307500909	0.042941538492227045	0.03439357346472679
chr10	78611001	78618074	0.5060441378320524	0.1864788226226457	0.13121433039289981	0.1676141864658702	0.17476819109825634	0.26541372059613777	0.1611200828179317
chr10	78845050	78852166	0.2264067081012805	0.11053429240336529	0.08231318061184412	0.09696223318342279	0.1072130615976089	0.18240223201776914	0.11665179451180083
chr10	78913169	78920399	0.17183155570816822	0.08781259155246313	0.08332389410620217	0.08728922102859009	0.0945640567412365	0.19981545688445282	0.12751674568908314
chr10	78950634	78958378	0.11281115127652559	0.05926466645069588	0.0686132582530167	0.06800395502494262	0.08267844179191665	0.16893170920385508	0.09531245602468082
chr10	78963307	78971338	0.14148292925800862	0.07783182119986741	0.05648561131231414	0.07156628034863646	0.08638745447931317	0.19102758696136393	0.10440167432177978
chr10	78981048	78987903	0.23780074834053475	0.07679836734838925	0.08200475114726308	0.0858920024077643	0.10324869631790504	0.22749666748397568	0.12313692304995495
chr10	79012470	79019645	0.4856394848760101	0.20672267361789182	0.1476335985934693	0.18693439652161434	0.1672330197073592	0.2895082028660891	0.15766820829035844
chr10	79028739	79036274	0.39816280517458724	0.18882764586187312	0.1427602361430375	0.14720425816415803	0.14967157734124906	0.26887666554904777	0.14855880355172923
chr10	128989429	128992102	0.5995352376654786	0.19101962982560203	0.16691114879305605	0.19891270571303937	0.21521740625761152	0.32536715485218637	0.18187844501117612
chr10	129010789	129013313	0.5060942248032864	0.1331639765597372	0.14482536657865375	0.13291947170839014	0.173973658228793	0.2642591456008421	0.15483039284988664
chr10	129032695	129039896	0.4785225779198659	0.18821431526283333	0.1641465659733262	0.16517273903896687	0.17717051722393826	0.3282160167094163	0.1750989045118452
chr10	129044815	129049998	0.4446005057363315	0.15421117399871845	0.15228708712676997	0.15513628093923923	0.1960247576925681	0.27571617112355834	0.1814569920562252
chr10	129061851	129068977	0.46112867181902684	0.20103268465967683	0.16184553549994318	0.17545439805680893	0.18165110934949558	0.30557649864169023	0.17095579705150185
chr10	129074823	129082910	0.3883208610505789	0.15986438928676105	0.1497373818584672	0.1587936050737013	0.16828864639529661	0.28885742276821785	0.1697262329622279
chr10	129090220	129099375	0.29734338447890735	0.10067146188919329	0.10669919721222938	0.13190748789404022	0.13561994108613012	0.24614710140671484	0.13211411819882168
chr10	129108950	129117861	0.2635113141087869	0.09028871365358729	0.08055657246755621	0.12192606357407064	0.09927441376991171	0.21479825449930148	0.0944401514878179
chr10	129132576	129138998	0.24776155271661215	0.09252692573917398	0.08258598483261632	0.13243039261234676	0.10798896219238201	0.2627412159617475	0.12696192368488643
chr10	129160001	129164751	0.14804384932123626	0.0630189817964641	0.06146010939714609	0.09343758257576451	0.06587666600461883	0.20340907270172026	0.11311471462507157
chr10	129172571	129177921	0.21165120562427883	0.08528167164547427	0.0864191859555884	0.1196468490783936	0.11081717799858412	0.2873586545713983	0.12246690027731001
chr10	129236202	129239403	0.13733272648593972	0.07000780314774081	0.0809217520058155	0.08597161535463016	0.09096775276090836	0.22012446709758718	0.11850889168408701
chr10	129248410	129253924	0.14118103786798014	0.05993078040309475	0.06643826433098961	0.07015603438066294	0.08669377451598147	0.29912808820228065	0.12728504953511852
chr10	129259125	129264298	0.13982053379014556	0.06950904808498957	0.060379504080502265	0.07800268834852621	0.07888640290631878	0.26556513978021956	0.11934363619614514
chr10	129264405	129271485	0.15353445519697703	0.0666083105419377	0.07655116775215919	0.08007695270137284	0.07731226224049123	0.2150221133837896	0.1279229526982967
chr10	129318115	129324141	0.28414794191762144	0.11996522185575356	0.10572629653453984	0.16184668570684846	0.12945636481869585	0.27571632555589365	0.12129445908760618
chr10	129328852	129333844	0.28444009790736025	0.11578903801930256	0.09885596100435236	0.14085199838445792	0.1303027561867918	0.26928111868286453	0.1217810592854752
chr10	129384081	129390198	0.2293595511472436	0.12446461644850272	0.07476741945771342	0.10197342206026254	0.1048072244969759	0.2385494525568467	0.10061909689875503
chr10	129405424	129411193	0.15945591045166838	0.07930965654104034	0.07725232928640333	0.07138344677037804	0.10472364518871527	0.2204851674895239	0.12888168237962022
chr10	129427304	129439080	0.25281941959842674	0.11293329346035748	0.09493303481816646	0.13249390264505914	0.10908787823566574	0.23443069275685563	0.12035773189732177
chr10	129461860	129467485	0.14795196818734901	0.06685327832469112	0.07442906108576086	0.09649325397100474	0.0947414820355653	0.22611479783485075	0.11372043867825542
chr10	129470996	129476618	0.12193230509944358	0.07176472862782392	0.06947047361506468	0.08315024048311645	0.08553846709412018	0.21472305230305794	0.11211413087956712
chr10	129484750	129490542	0.16259593675281836	0.06291862827675448	0.06724220933165141	0.07102593097795244	0.07963040973781778	0.21601942171335198	0.11263639139696768
chr10	129498490	129503342	0.21952544584455833	0.10966724190969804	0.09732580091573931	0.11173375851467154	0.1157481421046299	0.20874824720330265	0.11378404990674408
chr10	129521790	129528353	0.3319017403101008	0.16025892458631535	0.09950163731451844	0.15677762141576157	0.11639429864146238	0.29387086626834535	0.12244100117458272
chr10	129539160	129542534	0.3825206421394535	0.20832824500128586	0.1039403857514218	0.17112925279220223	0.13594875181775454	0.2896147219391915	0.1082967450165664
chr10	129567653	129573110	0.26081099862587254	0.1111394092295633	0.08571440514970521	0.13694525208142752	0.11531165062277783	0.22749710002881246	0.11331374176831067
chr10	129605490	129612570	0.18027042568816076	0.06977692625066727	0.05651951756905126	0.07395385812644072	0.0854340644472615	0.2247394140894359	0.11985078082635722
chr10	129622196	129622612	0.15369894380609578	0.12113532561880465	0.05534971894051593	0.1297895724598605	0.0822598539525643	0.18701502910027137	0.10687528735098357
chr10	129622613	129627934	0.1941417739987293	0.11648060923746442	0.06896639063441384	0.1365255199477385	0.10495696893727113	0.24830170964594286	0.10692876486620495
chr10	129637482	129648326	0.25874699526493844	0.13430652614885535	0.10367938439777594	0.14233343396453527	0.11790029267201586	0.2634690442306323	0.12258872620147555
chr10	129657692	129662074	0.22739862230843272	0.13320954083417008	0.10417328600685437	0.13040318487597904	0.12080299105912708	0.24662481993918023	0.11791972138062512
chr10	129666987	129673865	0.20479980567058262	0.08337637635810555	0.08030842607850507	0.10138572004597529	0.08553135672403767	0.2531734359070975	0.12686923247716297
chr10	129677681	129688169	0.18169651659304253	0.08316288148161859	0.08134770320484533	0.1091373562829139	0.09397683496430048	0.24431587918603564	0.12281764793114158
chr10	129690619	129694286	0.198188347129982	0.08447975098226158	0.07261310194799009	0.10694847601669095	0.0949704466097276	0.20576377933443962	0.10253597942116846
chr10	129703208	129710018	0.2049922008012919	0.08699166275443827	0.07753913903199883	0.10535509467919885	0.09234540181800124	0.2487180354189398	0.11131526811479601
chr10	129721219	129729375	0.14766045094374386	0.0675369812957186	0.06512037752843057	0.08282764070667069	0.08818469064870298	0.24415184461284534	0.11705461469146562
chr10	129735569	129741937	0.2124439493431432	0.07942203350033823	0.06990207001060372	0.08887940420593209	0.09186229725823984	0.22884366551744909	0.11585179085323419
chr10	129754090	129757793	0.30667168639433856	0.11747073242503672	0.08931519114090558	0.15397932969706604	0.1077475288727696	0.21224386305893547	0.12632094985905493
chr10	129765480	129771713	0.35919239552119225	0.15767508397530003	0.10370698173681463	0.15602129456681674	0.11337085150758583	0.25213448072007444	0.13482819106781294
chr10	129774636	129778937	0.34377499291433317	0.15491908449706462	0.11081065088510514	0.16238015352220575	0.11289607137999423	0.2264989923558662	0.11160557285543138
chr10	129787287	129794917	0.27608652612373125	0.17125431224778004	0.10078597366193565	0.1698619352969934	0.10922800478093304	0.23356633404365482	0.12067648347418403
chr10	129800613	129804396	0.2995763563829797	0.1593293067938179	0.11285148684448457	0.16751628853277983	0.11996063759139411	0.2535645926646583	0.12553475822557533
chr10	129841416	129846094	0.20515577116605146	0.14780208506916465	0.1049805232516833	0.15333012689094072	0.10636009656478088	0.26640887328404395	0.09602356399772598
chr10	129855365	129858722	0.27856431051845104	0.15970086939462	0.07987131779663328	0.1618102770814734	0.11112862999234505	0.2332779647491649	0.09381126701701291
chr10	129871471	129879851	0.2701758819866454	0.15990043761677836	0.10507401984236311	0.14145928749021452	0.10122242107976753	0.25277199534319444	0.1197209169274457
chr10	129900568	129905867	0.2603569956509463	0.14026532494407665	0.08245361619001744	0.1477405875587818	0.09378801586642022	0.20843413423797374	0.0957454132508025
chr10	129909161	129915597	0.2780820817639122	0.12942010493420844	0.0839759954453469	0.14419402157337025	0.10609316976136271	0.2443320067474019	0.10718027896237169
chr10	129944394	129949100	0.21161264996148685	0.10094292244254058	0.0719506878810067	0.1300797178216973	0.10288109911791789	0.22018031770227936	0.10348467175022905
chr10	129963009	129967266	0.2673638160352628	0.12684558993750178	0.07986465851577874	0.13912215429751074	0.10505462713141987	0.2698660326386773	0.11514023707105774
chr10	130012619	130021286	0.1556927637435504	0.062423949693386854	0.07211458880614396	0.08089279344610985	0.09552495632148979	0.21071070298953173	0.12130097923512381
chr10	130030346	130035071	0.2905968993555301	0.13685829771536367	0.09754328692951734	0.1395454738902397	0.11796596387649397	0.2523502680064557	0.1142425630833656
chr10	130071208	130076909	0.34289554637279224	0.1858845084151149	0.11250636443164494	0.1875443068944015	0.15069364319269007	0.28970001497130654	0.13461255279631082
chr10	130111525	130115383	0.32196433955736886	0.11564549517545013	0.09384977596578281	0.13600212318371255	0.14267539917914268	0.28564953566849827	0.13508572886915568
